"DaysSinceEpoch","Year","Month","Day","CashInSettlement","CashInOut","Dividends","SecuritiesClosingValue","SecuritiesOpeningCost","EquityValueWithLoan","YesterdaysEquityValueWithLoan","OpeningCashBalance","SecuritiesOpeningValue","MarginCall","BenchmarkValue"
"12551","2004","5","13","0","0","0","129918.69","-121119.15","138241.6","138772.15","8322.91","130080.02","false","1096.44"
"12552","2004","5","14","0","0","0","130550.01","-121119.15","138872.92","138241.6","8322.91","129977.46","false","1095.7"
"12555","2004","5","17","0","12.5","0","128966.73","-121119.15","137302.14","138872.92","8322.91","129618.03","false","1095.7"
"12556","2004","5","18","0","0","0","129908.46","-121119.15","138243.87","137302.14","8335.41","129504.9","false","1091.49"
"12557","2004","5","19","0","0","0","129268.13","-121119.15","137603.54","138243.87","8335.41","130892.3","false","1088.68"
"12558","2004","5","20","0","47.84","0","129540.65","-121119.15","137923.9","137603.54","8335.41","129501.11","false","1089.19"
"12559","2004","5","21","0","0","0","130131.72","-121119.15","138514.97","137923.9","8383.25","130118.16","false","1093.56"
"12562","2004","5","24","0","0","0","131078.63","-121119.15","139461.88","138514.97","8383.25","130813.39","false","1095.41"
"12563","2004","5","25","0","0","0","133706.47","-121119.15","142089.72","139461.88","8383.25","131206.58","false","1113.05"
"12564","2004","5","26","0","0","0","133793.57","-121119.15","142176.82","142089.72","8383.25","133712.7","false","1114.94"
"12565","2004","5","27","0","0","0","134502.14","-121119.15","142885.39","142176.82","8383.25","134328.26","false","1121.28"
"12566","2004","5","28","0","0","0","134932.02","-121119.15","143315.27","142885.39","8383.25","134822.1","false","1120.68"
"12569","2004","5","31","0","11.5","0","134932.02","-121119.15","143326.77","143315.27","8383.25","134822.1","false","1120.68"
"12570","2004","6","1","0","77.67","0","135507.52","-121119.15","143979.94","143326.77","8394.75","135111.31","false","1121.2"
"12571","2004","6","2","0","0","0","136200.28","-121119.15","144672.7","143979.94","8472.42","135953.48","false","1124.99"
"12572","2004","6","3","0","0","0","135128.8","-121119.15","143601.22","144672.7","8472.42","136096.16","false","1116.64"
"12573","2004","6","4","0","0","0","135578.48","-121119.15","144050.9","143601.22","8472.42","136100.01","false","1122.5"
"12576","2004","6","7","0","0","0","138013.23","-121119.15","146485.65","144050.9","8472.42","136183.65","false","1140.42"
"12577","2004","6","8","0","0","0","137980.45","-121119.15","146452.87","146485.65","8472.42","137584.73","false","1142.18"
"12578","2004","6","9","0","0","0","136523.1","-121119.15","144995.52","146452.87","8472.42","137659.14","false","1131.33"
"12579","2004","6","10","0","74.82","0","137286.81","-121119.15","145834.05","144995.52","8472.42","137152.5","false","1136.47"
"12580","2004","6","11","0","0","0","137286.81","-121119.15","145834.05","145834.05","8547.24","137152.5","false","1136.47"
"12583","2004","6","14","0","0","0","135838.77","-121119.15","144386.01","145834.05","8547.24","136821.42","false","1125.29"
"12584","2004","6","15","0","133.68","0","137153.82","-121119.15","145834.74","144386.01","8547.24","136910.44","false","1132.01"
"12585","2004","6","16","0","14.74","0","137509.72","-121119.15","146205.38","145834.74","8680.92","137204.13","false","1133.56"
"12586","2004","6","17","0","0","0","138296.44","-121119.15","146992.1","146205.38","8695.66","137583.33","false","1132.05"
"12587","2004","6","18","0","0","0","138619.17","-121119.15","147314.83","146992.1","8695.66","138059.17","false","1135.02"
"12590","2004","6","21","0","0","0","138614.02","-121119.15","147309.68","147314.83","8695.66","138820.31","false","1130.3"
"12591","2004","6","22","0","0","0","139453.7","-121119.15","148149.36","147309.68","8695.66","138480.46","false","1134.41"
"12592","2004","6","23","0","0","0","141096.42","-121119.15","149792.08","148149.36","8695.66","139615.97","false","1144.06"
"12593","2004","6","24","0","0","0","140866.82","-121119.15","149562.48","149792.08","8695.66","141108.74","false","1140.65"
"12594","2004","6","25","0","0","0","140363.8","-121119.15","149059.46","149562.48","8695.66","140874.64","false","1134.43"
"12597","2004","6","28","0","0","0","139799.11","-121119.15","148494.77","149059.46","8695.66","140753.62","false","1133.35"
"12598","2004","6","29","0","0","0","139293.07","-121119.15","147988.73","148494.77","8695.66","139475.36","false","1136.2"
"12599","2004","6","30","0","23.12","0","140150.43","-121119.15","148869.21","147988.73","8695.66","139566.04","false","1140.84"
"12600","2004","7","1","0","87.7","0","139280.51","-121119.15","148086.99","148869.21","8718.78","140197.1","false","1128.94"
"12601","2004","7","2","0","0","0","138854.97","-121119.15","147661.45","148086.99","8806.48","139403.31","false","1125.38"
"12604","2004","7","5","0","0","0","138854.97","-121119.15","147661.45","147661.45","8806.48","139403.31","false","1125.38"
"12605","2004","7","6","0","0","0","137877.51","-121119.15","146683.99","147661.45","8806.48","138472.52","false","1116.21"
"12606","2004","7","7","0","14.64","0","138262.14","-121119.15","147083.26","146683.99","8806.48","137756.51","false","1118.33"
"12607","2004","7","8","0","0","0","136974.35","-121119.15","145795.47","147083.26","8821.12","138057.84","false","1109.11"
"12608","2004","7","9","0","0","0","137700.89","-121119.15","146522.01","145795.47","8821.12","137340.53","false","1112.81"
"12611","2004","7","12","0","0","0","137550.68","-121119.15","146371.8","146522.01","8821.12","137705.61","false","1114.35"
"12612","2004","7","13","0","0","0","138277.12","-121119.15","147098.24","146371.8","8821.12","137623.37","false","1115.14"
"12613","2004","7","14","0","0","0","138052.06","-121119.15","146873.18","147098.24","8821.12","137747.35","false","1111.47"
"12614","2004","7","15","0","0","0","137779.76","-121119.15","146600.88","146873.18","8821.12","138240.69","false","1106.69"
"12615","2004","7","16","0","0","0","137234.15","-121119.15","146055.27","146600.88","8821.12","138665.25","false","1101.39"
"12618","2004","7","19","0","0","0","137313.05","-121119.15","146134.17","146055.27","8821.12","137244.74","false","1100.9"
"12619","2004","7","20","0","0","0","138246.82","-121119.15","147067.94","146134.17","8821.12","137292.03","false","1108.67"
"12620","2004","7","21","0","0","0","136355.39","-121119.15","145176.51","147067.94","8821.12","138824.19","false","1093.88"
"12621","2004","7","22","0","0","0","135711.71","-121119.15","144532.83","145176.51","8821.12","135076.68","false","1096.84"
"12622","2004","7","23","0","0","0","134650.06","-121119.15","143471.18","144532.83","8821.12","135540.75","false","1086.2"
"12625","2004","7","26","0","0","0","133590.03","-121119.15","142411.15","143471.18","8821.12","134749.99","false","1084.07"
"12626","2004","7","27","0","0","0","135150.32","-121119.15","143971.44","142411.15","8821.12","133576.65","false","1094.83"
"12627","2004","7","28","0","0","0","135258.86","-121119.15","144079.98","143971.44","8821.12","134930.49","false","1095.42"
"12628","2004","7","29","0","0","0","136085.55","-121119.15","144906.67","144079.98","8821.12","135716.07","false","1100.43"
"12629","2004","7","30","0","0","0","136057.35","-121119.15","144878.47","144906.67","8821.12","136048.21","false","1101.72"
"12632","2004","8","2","0","9.28","0","136716.84","-121119.15","145547.24","144878.47","8821.12","135627.63","false","1106.62"
"12633","2004","8","3","0","0","0","135511.24","-121119.15","144341.64","145547.24","8830.4","136652.2","false","1099.69"
"12634","2004","8","4","0","0","0","134793.33","-121119.15","143623.73","144341.64","8830.4","135127.9","false","1098.63"
"12635","2004","8","5","0","0","0","132721.86","-121119.15","141552.26","143623.73","8830.4","135108.18","false","1080.7"
"12636","2004","8","6","0","0","0","131129.43","-121119.15","139959.83","141552.26","8830.4","132362.47","false","1063.97"
"12639","2004","8","9","0","0","0","131573.49","-121119.15","140403.89","139959.83","8830.4","131203.23","false","1065.22"
"12640","2004","8","10","0","20.14","0","132892.27","-121119.15","141742.81","140403.89","8830.4","132045.78","false","1079.04"
"12641","2004","8","11","0","0","0","131890.77","-121119.15","140741.31","141742.81","8850.54","132326.12","false","1075.79"
"12642","2004","8","12","0","0","0","130225.83","-121119.15","139076.37","140741.31","8850.54","131277.52","false","1063.23"
"12643","2004","8","13","0","0","0","130693.51","-121119.15","139544.05","139076.37","8850.54","130342.94","false","1064.8"
"12646","2004","8","16","0","12.5","0","132937.67","-121119.15","141800.71","139544.05","8850.54","130732.15","false","1079.34"
"12647","2004","8","17","0","0","0","132949.71","-121119.15","141812.75","141800.71","8863.04","133477.42","false","1081.71"
"12648","2004","8","18","0","0","0","134317.39","-121119.15","143180.43","141812.75","8863.04","132920.2","false","1095.17"
"12649","2004","8","19","0","0","0","133725.71","-121119.15","142588.75","143180.43","8863.04","134100.24","false","1091.23"
"12650","2004","8","20","0","47.84","0","134296.32","-121119.15","143207.2","142588.75","8863.04","133670.73","false","1098.35"
"12653","2004","8","23","0","0","0","133697.25","-121119.15","142608.13","143207.2","8910.88","134319.35","false","1095.68"
"12654","2004","8","24","0","0","0","134105.27","-121119.15","143016.15","142608.13","8910.88","134068.66","false","1096.19"
"12655","2004","8","25","0","0","0","134853.61","-121119.15","143764.49","143016.15","8910.88","134277.8","false","1104.96"
"12656","2004","8","26","0","0","0","135121.46","-121119.15","144032.34","143764.49","8910.88","134798.77","false","1105.09"
"12657","2004","8","27","0","11.5","0","135256.01","-121119.15","144178.39","144032.34","8910.88","135178.15","false","1107.77"
"12660","2004","8","30","0","0","0","134161.78","-121119.15","143084.16","144178.39","8922.38","135075.8","false","1099.15"
"12661","2004","8","31","0","0","0","134653.29","-121119.15","143575.67","143084.16","8922.38","134249.23","false","1104.24"
"12662","2004","9","1","0","77.67","0","134971.45","-121119.15","143971.5","143575.67","8922.38","134564","false","1105.91"
"12663","2004","9","2","0","0","0","136452.91","-121119.15","145452.96","143971.5","9000.05","134636.95","false","1118.31"
"12664","2004","9","3","0","0","0","136391.51","-121119.15","145391.56","145452.96","9000.05","136334.32","false","1113.63"
"12667","2004","9","6","0","0","0","136391.51","-121119.15","145391.56","145391.56","9000.05","136334.32","false","1113.63"
"12668","2004","9","7","0","0","0","137687.69","-121119.15","146687.74","145391.56","9000.05","136755.56","false","1121.3"
"12669","2004","9","8","0","0","0","135105.93","-121119.15","144105.98","146687.74","9000.05","136434.49","false","1116.27"
"12670","2004","9","9","0","14.74","0","135430.04","-121119.15","144444.83","144105.98","9000.05","135177.52","false","1118.38"
"12671","2004","9","10","0","78.5","0","135551.15","-121119.15","144644.44","144444.83","9014.79","135409.92","false","1123.92"
"12674","2004","9","13","0","0","0","136298.36","-121119.15","145391.65","144644.44","9093.29","135812.05","false","1125.82"
"12675","2004","9","14","0","20.04","0","136507.5","-121119.15","145620.83","145391.65","9093.29","135835.79","false","1128.33"
"12676","2004","9","15","0","113.64","0","136021.39","-121119.15","145248.36","145620.83","9113.33","136444.5","false","1120.37"
"12677","2004","9","16","0","0","0","136895.29","-121119.15","146122.26","145248.36","9226.97","136296.78","false","1123.5"
"12678","2004","9","17","0","0","0","137147.61","-121119.15","146374.58","146122.26","9226.97","137350.72","false","1128.55"
"12681","2004","9","20","0","0","0","136626.24","-121119.15","145853.21","146374.58","9226.97","136974.73","false","1122.2"
"12682","2004","9","21","0","0","0","138419.02","-121119.15","147645.99","145853.21","9226.97","137045.62","false","1129.3"
"12683","2004","9","22","0","0","0","137343.68","-121119.15","146570.65","147645.99","9226.97","137900.2","false","1113.56"
"12684","2004","9","23","0","0","0","137373.59","-121119.15","146600.56","146570.65","9226.97","137424.93","false","1108.36"
"12685","2004","9","24","0","0","0","137991.97","-121119.15","147218.94","146600.56","9226.97","137504.32","false","1110.11"
"12688","2004","9","27","0","0","0","137624.32","-121119.15","146851.29","147218.94","9226.97","137737.37","false","1103.52"
"12689","2004","9","28","0","0","0","138083.16","-121119.15","147310.13","146851.29","9226.97","137930.05","false","1110.06"
"12690","2004","9","29","0","0","0","138026.27","-121119.15","147253.24","147310.13","9226.97","138202.33","false","1114.8"
"12691","2004","9","30","0","23.12","0","138518.94","-121119.15","147769.03","147253.24","9226.97","137866.73","false","1114.58"
"12692","2004","10","1","0","87.7","0","140165.48","-121119.15","149503.27","147769.03","9250.09","139117.12","false","1131.5"
"12695","2004","10","4","0","0","0","140002.19","-121119.15","149339.98","149503.27","9337.79","140570.87","false","1135.17"
"12696","2004","10","5","0","0","0","139742.31","-121119.15","149080.1","149339.98","9337.79","139483.52","false","1134.01"
"12697","2004","10","6","0","14.64","0","140603.39","-121119.15","149955.82","149080.1","9337.79","139747.33","false","1142.05"
"12698","2004","10","7","0","0","0","139630","-121119.15","148982.43","149955.82","9352.43","141185.01","false","1130.65"
"12699","2004","10","8","0","0","0","139196.17","-121119.15","148548.6","148982.43","9352.43","139520.93","false","1122.14"
"12702","2004","10","11","0","0","0","138803.22","-121119.15","148155.65","148548.6","9352.43","139408.84","false","1124.39"
"12703","2004","10","12","0","0","0","138279.6","-121119.15","147632.03","148155.65","9352.43","138501.68","false","1121.84"
"12704","2004","10","13","0","0","0","137069.56","-121119.15","146421.99","147632.03","9352.43","138600.15","false","1113.65"
"12705","2004","10","14","0","0","0","136453.94","-121119.15","145806.37","146421.99","9352.43","137422.17","false","1103.29"
"12706","2004","10","15","0","0","0","137452.17","-121119.15","146804.6","145806.37","9352.43","137259.34","false","1108.2"
"12709","2004","10","18","0","0","0","137662.04","-121119.15","147014.47","146804.6","9352.43","137326.9","false","1114.02"
"12710","2004","10","19","0","0","0","136780.22","-121119.15","146132.65","147014.47","9352.43","137546.94","false","1103.23"
"12711","2004","10","20","0","0","0","137563.55","-121119.15","146915.98","146132.65","9352.43","136441.88","false","1103.66"
"12712","2004","10","21","0","0","0","137663.74","-121119.15","147016.17","146915.98","9352.43","137429.8","false","1106.49"
"12713","2004","10","22","0","0","0","136898.97","-121119.15","146251.4","147016.17","9352.43","137899.7","false","1095.74"
"12716","2004","10","25","0","0","0","136997.11","-121119.15","146349.54","146251.4","9352.43","137010","false","1094.8"
"12717","2004","10","26","0","0","0","139241.52","-121119.15","148593.95","146349.54","9352.43","137580.41","false","1111.09"
"12718","2004","10","27","0","0","0","140188.43","-121119.15","149540.86","148593.95","9352.43","139205.43","false","1125.4"
"12719","2004","10","28","0","0","0","140390.53","-121119.15","149742.96","149540.86","9352.43","140282.34","false","1127.44"
"12720","2004","10","29","0","0","0","140952.6","-121119.15","150305.03","149742.96","9352.43","140436.06","false","1130.2"
"12723","2004","11","1","0","83.32","0","140870.15","-121119.15","150305.9","150305.03","9352.43","141394.24","false","1130.51"
"12724","2004","11","2","0","0","0","140350.01","-121119.15","149785.76","150305.9","9435.75","140989.62","false","1130.56"
"12725","2004","11","3","0","0","0","142747.95","-121119.15","152183.7","149785.76","9435.75","142353.31","false","1143.2"
"12726","2004","11","4","0","0","0","146100.23","-121119.15","155535.98","152183.7","9435.75","143287.58","false","1161.67"
"12727","2004","11","5","0","0","0","148643.42","-121119.15","158079.17","155535.98","9435.75","146910.91","false","1166.17"
"12730","2004","11","8","0","0","0","147459.84","-121119.15","156895.59","158079.17","9435.75","147782.11","false","1164.89"
"12731","2004","11","9","0","20.14","0","147546.88","-121119.15","157002.77","156895.59","9435.75","147583.97","false","1164.08"
"12732","2004","11","10","0","0","0","147796.05","-121119.15","157251.94","157002.77","9455.89","147663.07","false","1162.91"
"12733","2004","11","11","0","0","0","148869.59","-121119.15","158325.48","157251.94","9455.89","148157.72","false","1173.48"
"12734","2004","11","12","0","0","0","150761.97","-121119.15","160217.86","158325.48","9455.89","148939.01","false","1184.17"
"12737","2004","11","15","0","13.75","0","151215.81","-121119.15","160685.45","160217.86","9455.89","150749.15","false","1183.81"
"12738","2004","11","16","0","0","0","150060.91","-121119.15","159530.55","160685.45","9469.64","151289.75","false","1175.43"
"12739","2004","11","17","0","0","0","152844.18","-121119.15","162313.82","159530.55","9469.64","152576.16","false","1181.94"
"12740","2004","11","18","0","0","0","152794.95","-121119.15","162264.59","162313.82","9469.64","152802.76","false","1183.55"
"12741","2004","11","19","0","47.84","0","151179.48","-121119.15","160696.96","162264.59","9469.64","152764.11","false","1170.34"
"12744","2004","11","22","0","0","0","152373.75","-121119.15","161891.23","160696.96","9517.48","151122.39","false","1177.24"
"12745","2004","11","23","0","0","0","152837.81","-121119.15","162355.29","161891.23","9517.48","152406.52","false","1176.94"
"12746","2004","11","24","0","0","0","153509.31","-121119.15","163026.79","162355.29","9517.48","153459.59","false","1181.76"
"12747","2004","11","25","0","0","0","153509.31","-121119.15","163026.79","163026.79","9517.48","153459.59","false","1181.76"
"12748","2004","11","26","0","11.5","0","154284.83","-121119.15","163813.81","163026.79","9517.48","153585.15","false","1182.65"
"12751","2004","11","29","0","0","0","152951.98","-121119.15","162480.96","163813.81","9528.98","154308.57","false","1178.57"
"12752","2004","11","30","0","0","0","151990.57","-121119.15","161519.55","162480.96","9528.98","152566.48","false","1173.82"
"12753","2004","12","1","0","82.5","0","152087.78","-121119.15","161699.26","161519.55","9528.98","152266.63","false","1191.37"
"12754","2004","12","2","0","0","0","150262.11","-121119.15","159873.59","161699.26","9611.48","151266.22","false","1190.33"
"12755","2004","12","3","0","0","0","150315.93","-121119.15","159927.41","159873.59","9611.48","150203.89","false","1191.17"
"12758","2004","12","6","0","0","0","150632.94","-121119.15","160244.42","159927.41","9611.48","150212.43","false","1190.25"
"12759","2004","12","7","0","0","0","148669.36","-121119.15","158280.84","160244.42","9611.48","150476.27","false","1177.07"
"12760","2004","12","8","0","0","0","149264.77","-121119.15","158876.25","158280.84","9611.48","148634.35","false","1182.81"
"12761","2004","12","9","0","0","0","150008.11","-121119.15","159619.59","158876.25","9611.48","149265.61","false","1189.24"
"12762","2004","12","10","0","82.88","0","150141.8","-121119.15","159836.16","159619.59","9611.48","150929.46","false","1188"
"12765","2004","12","13","0","0","0","151560.41","-121119.15","161254.77","159836.16","9694.36","150484.05","false","1198.68"
"12766","2004","12","14","0","20.04","0","152012.46","-121119.15","161726.86","161254.77","9694.36","151545.99","false","1203.38"
"12767","2004","12","15","0","137.68","0","153925.07","-121119.15","163777.15","161726.86","9714.4","152260.98","false","1205.72"
"12768","2004","12","16","0","0","0","153205.99","-121119.15","163058.07","163777.15","9852.08","153500","false","1203.21"
"12769","2004","12","17","0","0","0","152777.64","-121119.15","162629.72","163058.07","9852.08","152604.93","false","1194.2"
"12772","2004","12","20","0","0","0","152503.19","-121119.15","162355.27","162629.72","9852.08","152958.5","false","1194.65"
"12773","2004","12","21","0","0","0","153941.15","-121119.15","163793.23","162355.27","9852.08","152887.18","false","1205.45"
"12774","2004","12","22","0","0","0","154387.87","-121119.15","164239.95","163793.23","9852.08","154185.17","false","1209.57"
"12775","2004","12","23","0","0","0","154144.48","-121119.15","163996.56","164239.95","9852.08","154447.6","false","1210.13"
"12776","2004","12","24","0","0","0","154144.48","-121119.15","163996.56","163996.56","9852.08","154447.6","false","1210.13"
"12779","2004","12","27","0","0","0","153252.79","-121119.15","163104.87","163996.56","9852.08","154565.68","false","1204.92"
"12780","2004","12","28","0","0","0","154563.05","-121119.15","164415.13","163104.87","9852.08","153581.39","false","1213.54"
"12781","2004","12","29","0","0","0","155113.62","-121119.15","164965.7","164415.13","9852.08","154368.4","false","1213.45"
"12782","2004","12","30","0","23.12","0","155459.05","-121119.15","165334.25","164965.7","9852.08","155270.68","false","1213.55"
"12783","2004","12","31","0","0","0","155404.09","-121119.15","165279.29","165334.25","9875.2","155463.19","false","1211.92"
"12786","2005","1","3","0","79.38","0","153169.01","-121119.15","163123.59","165279.29","9875.2","155554.91","false","1202.08"
"12787","2005","1","4","62681.32","-64887.32","0","153392.45","-136071.77","161141.03","163123.59","9954.58","89338.56","false","1188.05"
"12788","2005","1","5","62681.32","14.64","0","152049.74","-136071.77","159812.96","161141.03","-54932.74","153492.96","false","1183.74"
"12789","2005","1","6","62681.32","0","0","152472","-136071.77","160235.22","159812.96","-54918.1","152230.1","false","1187.89"
"12790","2005","1","7","0","62681.32","0","152291.38","-136071.77","160054.6","160235.22","-54918.1","152836.72","false","1186.19"
"12793","2005","1","10","0","0","0","152679.58","-136071.77","160442.8","160054.6","7763.22","152357.5","false","1190.25"
"12794","2005","1","11","0","0","0","152260.72","-136071.77","160023.94","160442.8","7763.22","152365.91","false","1182.99"
"12795","2005","1","12","0","0","0","153119.22","-136071.77","160882.44","160023.94","7763.22","152485.12","false","1187.7"
"12796","2005","1","13","0","0","0","153056.84","-136071.77","160820.06","160882.44","7763.22","152961.31","false","1177.45"
"12797","2005","1","14","0","0","0","154473.33","-136071.77","162236.55","160820.06","7763.22","153279.93","false","1184.52"
"12800","2005","1","17","0","0","0","154473.33","-136071.77","162236.55","162236.55","7763.22","153279.93","false","1184.52"
"12801","2005","1","18","0","0","0","156195.89","-136071.77","163959.11","162236.55","7763.22","154747.35","false","1195.98"
"12802","2005","1","19","0","0","0","155098.62","-136071.77","162861.84","163959.11","7763.22","156035.36","false","1184.63"
"12803","2005","1","20","0","0","0","153773.03","-136071.77","161536.25","162861.84","7763.22","154779.53","false","1175.41"
"12804","2005","1","21","0","0","0","152710.57","-136071.77","160473.79","161536.25","7763.22","153911.36","false","1167.87"
"12807","2005","1","24","0","0","0","151913.83","-136071.77","159677.05","160473.79","7763.22","153284.69","false","1163.75"
"12808","2005","1","25","0","0","0","152402.81","-136071.77","160166.03","159677.05","7763.22","152334.89","false","1168.41"
"12809","2005","1","26","0","0","0","153760.56","-136071.77","161523.78","160166.03","7763.22","153046.88","false","1174.07"
"12810","2005","1","27","0","0","0","155140.24","-136071.77","162903.46","161523.78","7763.22","154041.41","false","1174.55"
"12811","2005","1","28","0","0","0","154425.71","-136071.77","162188.93","162903.46","7763.22","155268.5","false","1171.36"
"12814","2005","1","31","0","51.5","0","156101.14","-136071.77","163915.86","162188.93","7763.22","154581.2","false","1181.27"
"12815","2005","2","1","0","75.26","0","157847.03","-136071.77","165737.01","163915.86","7814.72","157029.48","false","1189.41"
"12816","2005","2","2","0","0","0","159510.48","-136071.77","167400.46","165737.01","7889.98","158294.14","false","1193.19"
"12817","2005","2","3","0","0","0","161067.11","-136071.77","168957.09","167400.46","7889.98","159402.49","false","1189.89"
"12818","2005","2","4","0","10.15","0","162606.84","-136071.77","170506.97","168957.09","7889.98","160875.06","false","1203.03"
"12821","2005","2","7","0","0","0","162123.75","-136071.77","170023.88","170506.97","7900.13","162417.43","false","1201.72"
"12822","2005","2","8","0","20.14","0","163161.88","-136071.77","171082.15","170023.88","7900.13","161952.9","false","1202.3"
"12823","2005","2","9","0","0","0","161836.6","-136071.77","169756.87","171082.15","7920.27","163409.8","false","1191.99"
"12824","2005","2","10","0","0","0","163353.28","-136071.77","171273.55","169756.87","7920.27","162474.26","false","1197.01"
"12825","2005","2","11","0","0","0","164667.53","-136071.77","172587.8","171273.55","7920.27","163369.35","false","1205.3"
"12828","2005","2","14","0","0","0","164210.81","-136071.77","172131.08","172587.8","7920.27","164393.61","false","1206.14"
"12829","2005","2","15","0","0","0","164999.33","-136071.77","172919.6","172131.08","7920.27","164497.5","false","1210.12"
"12830","2005","2","16","0","0","0","165586.82","-136071.77","173507.09","172919.6","7920.27","164888.04","false","1210.34"
"12831","2005","2","17","0","0","0","164049.91","-136071.77","171970.18","173507.09","7920.27","164228.96","false","1200.75"
"12832","2005","2","18","0","0","0","164495.73","-136071.77","172416","171970.18","7920.27","164248.56","false","1201.59"
"12835","2005","2","21","0","0","0","164495.73","-136071.77","172416","172416","7920.27","164248.56","false","1201.59"
"12836","2005","2","22","0","0","0","162304.84","-136071.77","170225.11","172416","7920.27","164410.93","false","1184.22"
"12837","2005","2","23","0","0","0","162987.08","-136071.77","170907.35","170225.11","7920.27","162463.23","false","1190.8"
"12838","2005","2","24","0","0","0","164892.41","-136071.77","172812.68","170907.35","7920.27","163149.26","false","1200.2"
"12839","2005","2","25","0","0","0","166666.57","-136071.77","174586.84","172812.68","7920.27","165030.03","false","1211.37"
"12842","2005","2","28","0","0","0","166243.04","-136071.77","174163.31","174586.84","7920.27","166794.65","false","1203.6"
"12843","2005","3","1","0","69.6","0","167382.57","-136071.77","175372.44","174163.31","7920.27","166143.33","false","1210.41"
"12844","2005","3","2","0","0","0","167653.16","-136071.77","175643.03","175372.44","7989.87","166857.37","false","1210.08"
"12845","2005","3","3","0","0","0","168532.95","-136071.77","176522.82","175643.03","7989.87","168364.84","false","1210.47"
"12846","2005","3","4","0","0","0","170037.87","-136071.77","178027.74","176522.82","7989.87","169105.96","false","1222.12"
"12849","2005","3","7","0","2.36","0","170484.48","-136071.77","178476.71","178027.74","7989.87","169903.88","false","1225.31"
"12850","2005","3","8","0","0","0","169512.51","-136071.77","177504.74","178476.71","7992.23","170148.98","false","1219.43"
"12851","2005","3","9","0","0","0","167750.85","-136071.77","175743.08","177504.74","7992.23","169377.12","false","1207.01"
"12852","2005","3","10","0","104.13","0","167230.93","-136071.77","175327.29","175743.08","7992.23","167813.61","false","1209.25"
"12853","2005","3","11","0","0","0","168251.36","-136071.77","176347.72","175327.29","8096.36","168087.43","false","1200.08"
"12856","2005","3","14","0","0","0","169826.8","-136071.77","177923.16","176347.72","8096.36","168747.36","false","1206.83"
"12857","2005","3","15","0","92.38","0","168687.54","-136071.77","176876.28","177923.16","8096.36","170210.42","false","1197.75"
"12858","2005","3","16","0","15.72","0","167536.81","-136071.77","175741.27","176876.28","8188.74","168143.67","false","1188.07"
"12859","2005","3","17","0","0","0","168752.17","-136071.77","176956.63","175741.27","8204.46","168369.9","false","1190.21"
"12860","2005","3","18","0","0","0","168212.32","-136071.77","176416.78","176956.63","8204.46","169222.25","false","1189.65"
"12863","2005","3","21","0","27.14","0","168043.15","-136071.77","176274.75","176416.78","8204.46","168241.25","false","1183.78"
"12864","2005","3","22","0","0","0","166527.84","-136071.77","174759.44","176274.75","8231.6","168390.03","false","1171.71"
"12865","2005","3","23","0","24.89","0","166943.95","-136071.77","175200.44","174759.44","8231.6","166293.68","false","1172.53"
"12866","2005","3","24","6755.4","1.57","0","159845.62","-132753.47","174859.08","175200.44","8256.49","159767.96","false","1171.42"
"12867","2005","3","25","6755.4","0","0","159845.62","-132753.47","174859.08","174859.08","8258.06","159767.96","false","1171.42"
"12870","2005","3","28","6755.4","0","0","159051.75","-132753.47","174065.21","174859.08","8258.06","159576.84","false","1174.28"
"12871","2005","3","29","0","6755.4","0","157854.89","-132753.47","172868.35","174065.21","8258.06","158835.4","false","1165.36"
"12872","2005","3","30","0","0","0","159956.27","-132753.47","174969.73","172868.35","15013.46","158186.97","false","1181.41"
"12873","2005","3","31","0","20.5","0","162020.89","-132753.47","177054.85","174969.73","15013.46","161227.04","false","1180.59"
"12874","2005","4","1","0","84.17","0","162361.26","-132753.47","177479.39","177054.85","15033.96","162798.46","false","1172.92"
"12877","2005","4","4","0","0","0","162547.66","-132753.47","177665.79","177479.39","15118.13","162700.12","false","1176.12"
"12878","2005","4","5","0","0","0","162788.31","-132753.47","177906.44","177665.79","15118.13","162897.96","false","1181.39"
"12879","2005","4","6","0","0","0","163187.63","-132753.47","178305.76","177906.44","15118.13","162912.6","false","1184.07"
"12880","2005","4","7","0","14.64","0","163395.9","-132753.47","178528.67","178305.76","15118.13","163330.79","false","1191.14"
"12881","2005","4","8","0","0","0","162316.54","-132753.47","177449.31","178528.67","15132.77","163467.5","false","1181.2"
"12884","2005","4","11","0","0","0","162480.97","-132753.47","177613.74","177449.31","15132.77","162409.09","false","1181.21"
"12885","2005","4","12","0","0","0","162464.23","-132753.47","177597","177613.74","15132.77","162224.19","false","1187.76"
"12886","2005","4","13","0","0","0","160899.46","-132753.47","176032.23","177597","15132.77","161951.62","false","1173.79"
"12887","2005","4","14","0","0","0","159476.12","-132753.47","174608.89","176032.23","15132.77","161298.82","false","1162.05"
"12888","2005","4","15","0","65.4","0","154956.26","-132753.47","170154.43","174608.89","15132.77","159068.04","false","1142.62"
"12891","2005","4","18","0","0","0","155952.76","-132753.47","171150.93","170154.43","15198.17","154786.43","false","1145.98"
"12892","2005","4","19","0","0","0","157959.65","-132753.47","173157.82","171150.93","15198.17","156587.86","false","1152.78"
"12893","2005","4","20","0","0","0","155327.68","-132753.47","170525.85","173157.82","15198.17","157911.99","false","1137.5"
