"DaysSinceEpoch","Year","Month","Day","CashInSettlement","CashInOut","Dividends","SecuritiesClosingValue","SecuritiesOpeningCost","EquityValueWithLoan","YesterdaysEquityValueWithLoan","OpeningCashBalance","SecuritiesOpeningValue","MarginCall","BenchmarkValue"
"10959","2000","1","3","0","0","0","0","0","100000","100000","100000","0","false","1455.22"
"10960","2000","1","4","0","-99628.91","0","99628.91","-99628.91","100000","100000","100000","0","false","1399.42"
"10961","2000","1","5","0","0","0","100917.97","-99628.91","101289.06","100000","371.09","99645.43","false","1402.11"
"10962","2000","1","6","0","0","0","102288.88","-99628.91","102659.97","101289.06","371.09","100882.11","false","1403.45"
"10963","2000","1","7","0","0","0","104133.95","-99628.91","104505.04","102659.97","371.09","103044","false","1441.47"
"10966","2000","1","10","0","0","0","104037.98","-99628.91","104409.07","104505.04","371.09","105248.99","false","1457.6"
"10967","2000","1","11","0","0","0","104451.08","-99628.91","104822.17","104409.07","371.09","104065.54","false","1438.56"
"10968","2000","1","12","0","0","0","104363.36","-99628.91","104734.45","104822.17","371.09","104478.2","false","1432.25"
"10969","2000","1","13","0","0","0","104106.54","-99628.91","104477.63","104734.45","371.09","104378.89","false","1449.68"
"10970","2000","1","14","0","0","0","102738.82","-99628.91","103109.91","104477.63","371.09","104115.12","false","1465.15"
"10973","2000","1","17","0","0","0","102738.82","-99628.91","103109.91","103109.91","371.09","104115.12","false","1465.15"
"10974","2000","1","18","0","0","0","101218.56","-99628.91","101589.65","103109.91","371.09","101644.36","false","1455.14"
"10975","2000","1","19","0","0","0","101544.56","-99628.91","101915.65","101589.65","371.09","101048.47","false","1455.9"
"10976","2000","1","20","0","0","0","99246.61","-99628.91","99617.7","101915.65","371.09","101442.98","false","1445.57"
"10977","2000","1","21","0","0","0","98840.86","-99628.91","99211.95","99617.7","371.09","99816.11","false","1441.36"
"10980","2000","1","24","0","0","0","96894.87","-99628.91","97265.96","99211.95","371.09","99332.47","false","1401.91"
"10981","2000","1","25","0","0","0","95191.25","-99628.91","95562.34","97265.96","371.09","96544.68","false","1410.03"
"10982","2000","1","26","0","0","0","96342.54","-99628.91","96713.63","95562.34","371.09","95334.37","false","1404.09"
"10983","2000","1","27","0","0","0","95640.42","-99628.91","96011.51","96713.63","371.09","96481.97","false","1398.56"
"10984","2000","1","28","0","0","0","94221.83","-99628.91","94592.92","96011.51","371.09","95432.2","false","1360.16"
"10987","2000","1","31","0","0","0","95538.4","-99628.91","95909.49","94592.92","371.09","94728.61","false","1394.46"
"10988","2000","2","1","0","47.44","0","95585.02","-99628.91","96003.55","95909.49","371.09","95549.01","false","1409.28"
"10989","2000","2","2","0","0","0","95859.51","-99628.91","96278.04","96003.55","418.53","95509.07","false","1409.12"
"10990","2000","2","3","0","0","0","96747.03","-99628.91","97165.56","96278.04","418.53","96142.7","false","1424.97"
"10991","2000","2","4","0","5.09","0","96180.21","-99628.91","96603.83","97165.56","418.53","96985.84","false","1424.37"
"10994","2000","2","7","0","0","0","94450.06","-99628.91","94873.68","96603.83","423.62","96061.59","false","1424.13"
"10995","2000","2","8","0","0","0","94772.82","-99628.91","95196.44","94873.68","423.62","94646.64","false","1441.75"
"10996","2000","2","9","0","0","0","93764.79","-99628.91","94188.41","95196.44","423.62","94790","false","1411.71"
"10997","2000","2","10","0","19.08","0","91855.85","-99628.91","92298.55","94188.41","423.62","93971.69","false","1416.83"
"10998","2000","2","11","0","0","0","90885.63","-99628.91","91328.33","92298.55","442.7","92271.53","false","1387.12"
"11001","2000","2","14","0","0","0","91106.29","-99628.91","91548.99","91328.33","442.7","91016.16","false","1389.94"
"11002","2000","2","15","0","0","0","91172.44","-99628.91","91615.14","91548.99","442.7","91273.06","false","1402.05"
"11003","2000","2","16","0","0","0","90420.08","-99628.91","90862.78","91615.14","442.7","90961.04","false","1387.67"
"11004","2000","2","17","0","0","0","89470.67","-99628.91","89913.37","90862.78","442.7","90547.53","false","1388.25"
"11005","2000","2","18","0","0","0","88111.16","-99628.91","88553.86","89913.37","442.7","89237.44","false","1346.09"
"11008","2000","2","21","0","0","0","88111.16","-99628.91","88553.86","88553.86","442.7","89237.44","false","1346.09"
"11009","2000","2","22","0","0","0","88961.12","-99628.91","89403.82","88553.86","442.7","88052.41","false","1352.17"
"11010","2000","2","23","0","0","0","87312.42","-99628.91","87755.12","89403.82","442.7","88769.35","false","1360.69"
"11011","2000","2","24","0","0","0","85436.27","-99628.91","85878.97","87755.12","442.7","87344.13","false","1353.43"
"11012","2000","2","25","0","21.23","0","84308.62","-99628.91","84772.55","85878.97","442.7","85233.85","false","1333.36"
"11015","2000","2","28","0","14.01","0","85836.44","-99628.91","86314.38","84772.55","463.93","84478.18","false","1348.05"
"11016","2000","2","29","0","0","0","85815.45","-99628.91","86293.39","86314.38","477.94","86251.34","false","1366.42"
"11017","2000","3","1","0","130.95","0","85682.88","-99628.91","86291.77","86293.39","477.94","86141.24","false","1379.19"
"11018","2000","3","2","0","0","0","84920.44","-99628.91","85529.33","86291.77","608.89","85305.82","false","1381.76"
"11019","2000","3","3","0","0","0","86268.98","-99628.91","86877.87","85529.33","608.89","84975.85","false","1409.17"
"11022","2000","3","6","0","0","0","83724.26","-99628.91","84333.15","86877.87","608.89","85821.11","false","1391.28"
"11023","2000","3","7","0","0","0","81535.13","-99628.91","82144.02","84333.15","608.89","83531.24","false","1355.62"
"11024","2000","3","8","0","0","0","82704.89","-99628.91","83313.78","82144.02","608.89","81537.69","false","1366.7"
"11025","2000","3","9","0","0","0","83773.8","-99628.91","84382.69","83313.78","608.89","82679.27","false","1401.69"
"11026","2000","3","10","0","88.3","0","83423.24","-99628.91","84120.43","84382.69","608.89","83864.58","false","1395.07"
"11029","2000","3","13","0","0","0","83617.75","-99628.91","84314.94","84120.43","697.19","82856.17","false","1383.62"
"11030","2000","3","14","0","12.52","0","83066.59","-99628.91","83776.3","84314.94","697.19","83752.63","false","1359.15"
"11031","2000","3","15","0","120.16","0","88075.35","-99628.91","88905.22","83776.3","709.71","83165.7","false","1392.14"
"11032","2000","3","16","0","1750.17","0","91973.65","-99628.91","94553.69","88905.22","829.87","87569.94","false","1458.47"
"11033","2000","3","17","0","0","0","90758.2","-99628.91","93338.24","94553.69","2580.04","91947.3","false","1464.47"
"11036","2000","3","20","0","0","0","89602.5","-99628.91","92182.54","93338.24","2580.04","90564.15","false","1456.63"
"11037","2000","3","21","0","0","0","90843.45","-99628.91","93423.49","92182.54","2580.04","89145.7","false","1493.87"
"11038","2000","3","22","0","0","0","89250.61","-99628.91","91830.65","93423.49","2580.04","90576.63","false","1500.64"
"11039","2000","3","23","0","0","0","89573.47","-99628.91","92153.51","91830.65","2580.04","89005.4","false","1527.35"
"11040","2000","3","24","0","1.39","0","89536.05","-99628.91","92117.48","92153.51","2580.04","89312.7","false","1527.46"
"11043","2000","3","27","0","0","0","89189.24","-99628.91","91770.67","92117.48","2581.43","89391.81","false","1523.86"
"11044","2000","3","28","0","0","0","88893.62","-99628.91","91475.05","91770.67","2581.43","88844.96","false","1507.73"
"11045","2000","3","29","0","0","0","90579.69","-99628.91","93161.12","91475.05","2581.43","89151.11","false","1508.52"
"11046","2000","3","30","0","0","0","92145.43","-99628.91","94726.86","93161.12","2581.43","90763.48","false","1487.92"
"11047","2000","3","31","0","52.38","0","92749.3","-99628.91","95383.11","94726.86","2581.43","92531.05","false","1498.58"
"11050","2000","4","3","0","113.1","0","94263.36","-99628.91","97010.27","95383.11","2633.81","93065.99","false","1505.97"
"11051","2000","4","4","0","0","0","93854.98","-99628.91","96601.89","97010.27","2746.91","93928.84","false","1494.73"
"11052","2000","4","5","0","22.68","0","95704.12","-99628.91","98473.71","96601.89","2746.91","93790.16","false","1487.37"
"11053","2000","4","6","0","0","0","95684.64","-99628.91","98454.23","98473.71","2769.59","95857.39","false","1501.34"
"11054","2000","4","7","0","0","0","95435.11","-99628.91","98204.7","98454.23","2769.59","95571.1","false","1516.35"
"11057","2000","4","10","0","67.68","0","96819.39","-99628.91","99656.66","98204.7","2769.59","95067.26","false","1504.46"
"11058","2000","4","11","0","0","0","99237.79","-99628.91","102075.06","99656.66","2837.27","96405.48","false","1500.59"
"11059","2000","4","12","0","0","0","100626.72","-99628.91","103463.99","102075.06","2837.27","99419.9","false","1467.17"
"11060","2000","4","13","0","0","0","100672.93","-99628.91","103510.2","103463.99","2837.27","100494.03","false","1440.51"
"11061","2000","4","14","0","1.33","0","95984.04","-99628.91","98822.64","103510.2","2837.27","99622.62","false","1357.31"
"11064","2000","4","17","0","0","0","96282.24","-99628.91","99120.84","98822.64","2838.6","95622.57","false","1401.44"
"11065","2000","4","18","0","0","0","96997.01","-99628.91","99835.61","99120.84","2838.6","96250.89","false","1441.61"
"11066","2000","4","19","0","0","0","97359.79","-99628.91","100198.39","99835.61","2838.6","97269.1","false","1427.47"
"11067","2000","4","20","0","0","0","98046.4","-99628.91","100885","100198.39","2838.6","97362.65","false","1434.54"
"11068","2000","4","21","0","0","0","98046.4","-99628.91","100885","100885","2838.6","97362.65","false","1434.54"
"11071","2000","4","24","0","0","0","100773.46","-99628.91","103612.06","100885","2838.6","97822.61","false","1429.86"
"11072","2000","4","25","0","0","0","103545.77","-99628.91","106384.37","103612.06","2838.6","100973.84","false","1477.14"
"11073","2000","4","26","0","0","0","102925.06","-99628.91","105763.66","106384.37","2838.6","103500.29","false","1460.99"
"11074","2000","4","27","0","0","0","100650.86","-99628.91","103489.46","105763.66","2838.6","101539.31","false","1464.92"
"11075","2000","4","28","0","0","0","99464.05","-99628.91","102302.65","103489.46","2838.6","100387.32","false","1452.43"
"11078","2000","5","1","0","74.24","0","100683.2","-99628.91","103596.04","102302.65","2838.6","99520.69","false","1468.25"
"11079","2000","5","2","0","0","0","100431.27","-99628.91","103344.11","103596.04","2912.84","100214.67","false","1446.29"
"11080","2000","5","3","0","0","0","98476.1","-99628.91","101388.94","103344.11","2912.84","99502.7","false","1415.1"
"11081","2000","5","4","0","5.09","0","98698.06","-99628.91","101615.99","101388.94","2912.84","98447.94","false","1409.38"
"11082","2000","5","5","0","0","0","99421.84","-99628.91","102339.77","101615.99","2917.93","98209.3","false","1432.63"
"11085","2000","5","8","0","0","0","101123.86","-99628.91","104041.79","102339.77","2917.93","99148.72","false","1424.17"
"11086","2000","5","9","0","0","0","100874.26","-99628.91","103792.19","104041.79","2917.93","101051.48","false","1412.14"
"11087","2000","5","10","0","20.14","0","101207.07","-99628.91","104145.14","103792.19","2917.93","100751.78","false","1383.05"
"11088","2000","5","11","0","0","0","102877.33","-99628.91","105815.4","104145.14","2938.07","101832.16","false","1407.81"
"11089","2000","5","12","0","0","0","102241.88","-99628.91","105179.95","105815.4","2938.07","102660.38","false","1420.96"
"11092","2000","5","15","0","0","0","103815.31","-99628.91","106753.38","105179.95","2938.07","102172.55","false","1452.36"
"11093","2000","5","16","0","0","0","102877.35","-99628.91","105815.42","106753.38","2938.07","103203.08","false","1466.04"
"11094","2000","5","17","0","0","0","101713.87","-99628.91","104651.94","105815.42","2938.07","102446.33","false","1447.8"
"11095","2000","5","18","0","0","0","102797.88","-99628.91","105735.95","104651.94","2938.07","101591.14","false","1437.21"
"11096","2000","5","19","0","0","0","101568.06","-99628.91","104506.13","105735.95","2938.07","101893.51","false","1406.95"
"11099","2000","5","22","0","0","0","102027.96","-99628.91","104966.03","104506.13","2938.07","101900.87","false","1400.72"
"11100","2000","5","23","0","0","0","102314.33","-99628.91","105252.4","104966.03","2938.07","101942.2","false","1373.86"
"11101","2000","5","24","0","0","0","102892.22","-99628.91","105830.29","105252.4","2938.07","102148.23","false","1399.05"
"11102","2000","5","25","0","21.23","0","102010.2","-99628.91","104969.5","105830.29","2938.07","102777.93","false","1381.52"
"11103","2000","5","26","0","0","0","101636.95","-99628.91","104596.25","104969.5","2959.3","101817.46","false","1378.02"
"11106","2000","5","29","0","0","0","101636.95","-99628.91","104596.25","104596.25","2959.3","101817.46","false","1378.02"
"11107","2000","5","30","0","0","0","101742.02","-99628.91","104701.32","104596.25","2959.3","101836.02","false","1422.45"
"11108","2000","5","31","0","0","0","102133.13","-99628.91","105092.43","104701.32","2959.3","101695.1","false","1420.6"
"11109","2000","6","1","0","130.95","0","103685.17","-99628.91","106775.42","105092.43","2959.3","102532.35","false","1448.81"
"11110","2000","6","2","0","0","0","103306.36","-99628.91","106396.61","106775.42","3090.25","104573.2","false","1477.26"
"11113","2000","6","5","0","14.01","0","101879.01","-99628.91","104983.27","106396.61","3090.25","102825.47","false","1467.63"
"11114","2000","6","6","0","0","0","100145.18","-99628.91","103249.44","104983.27","3104.26","100585.07","false","1457.84"
"11115","2000","6","7","0","0","0","100139.73","-99628.91","103243.99","103249.44","3104.26","100270.19","false","1471.36"
"11116","2000","6","8","0","0","0","99354.95","-99628.91","102459.21","103243.99","3104.26","100041.57","false","1461.67"
"11117","2000","6","9","0","0","0","99668.42","-99628.91","102772.68","102459.21","3104.26","99762.33","false","1456.95"
"11120","2000","6","12","0","0","0","99685.74","-99628.91","102790","102772.68","3104.26","100034.86","false","1446"
"11121","2000","6","13","0","0","0","99778.37","-99628.91","102882.63","102790","3104.26","99493.43","false","1469.44"
"11122","2000","6","14","0","0","0","99379.01","-99628.91","102483.27","102882.63","3104.26","99858","false","1470.54"
"11123","2000","6","15","0","120.16","0","99609.78","-99628.91","102834.2","102483.27","3104.26","99317.3","false","1478.6"
"11124","2000","6","16","0","0","0","97837.47","-99628.91","101061.89","102834.2","3224.42","99022.94","false","1464.46"
"11127","2000","6","19","0","0","0","97090.09","-99628.91","100314.51","101061.89","3224.42","97865.17","false","1486"
"11128","2000","6","20","0","12.52","0","96402.1","-99628.91","99639.04","100314.51","3224.42","97216.06","false","1475.95"
"11129","2000","6","21","0","0","0","96039.36","-99628.91","99276.3","99639.04","3236.94","96430.43","false","1479.13"
"11130","2000","6","22","0","0","0","94812.98","-99628.91","98049.92","99276.3","3236.94","95660.59","false","1452.18"
"11131","2000","6","23","0","0","0","95273.52","-99628.91","98510.46","98049.92","3236.94","95077.4","false","1441.48"
"11134","2000","6","26","0","0","0","96206.31","-99628.91","99443.25","98510.46","3236.94","95824.16","false","1455.25"
"11135","2000","6","27","0","0","0","96130.82","-99628.91","99367.76","99443.25","3236.94","96036.5","false","1450.55"
"11136","2000","6","28","0","0","0","96044.55","-99628.91","99281.49","99367.76","3236.94","96028.11","false","1454.82"
"11137","2000","6","29","0","0","0","95469.17","-99628.91","98706.11","99281.49","3236.94","95780.11","false","1442.39"
"11138","2000","6","30","0","52.38","0","94213.89","-99628.91","97503.21","98706.11","3236.94","95306.19","false","1454.6"
"11141","2000","7","3","0","113.1","0","95869.96","-99628.91","99272.38","97503.21","3289.32","94480.35","false","1469.32"
"11142","2000","7","4","0","0","0","95869.96","-99628.91","99272.38","99272.38","3402.42","94480.35","false","1469.32"
"11143","2000","7","5","0","0","0","96745.75","-99628.91","100148.17","99272.38","3402.42","96406.99","false","1446.23"
"11144","2000","7","6","0","22.68","0","97466.16","-99628.91","100891.26","100148.17","3402.42","96995.05","false","1456.67"
"11145","2000","7","7","0","0","0","98795.72","-99628.91","102220.82","100891.26","3425.1","97759.06","false","1478.9"
"11148","2000","7","10","0","67.68","0","99943.68","-99628.91","103436.46","102220.82","3425.1","98745.57","false","1475.62"
"11149","2000","7","11","0","0","0","100633.87","-99628.91","104126.65","103436.46","3492.78","100007.68","false","1480.88"
"11150","2000","7","12","0","0","0","100082.22","-99628.91","103575","104126.65","3492.78","100665.54","false","1492.92"
"11151","2000","7","13","0","0","0","99765.72","-99628.91","103258.5","103575","3492.78","99805.36","false","1495.84"
"11152","2000","7","14","0","1.33","0","99838.8","-99628.91","103332.91","103258.5","3492.78","99646.94","false","1509.98"
"11155","2000","7","17","0","0","0","99449.7","-99628.91","102943.81","103332.91","3494.11","99562.7","false","1510.49"
"11156","2000","7","18","0","0","0","99348.91","-99628.91","102843.02","102943.81","3494.11","99669.03","false","1493.74"
"11157","2000","7","19","0","0","0","98876.64","-99628.91","102370.75","102843.02","3494.11","99607.89","false","1481.96"
"11158","2000","7","20","0","0","0","98433.74","-99628.91","101927.85","102370.75","3494.11","98800.94","false","1495.47"
"11159","2000","7","21","0","0","0","97762.11","-99628.91","101256.22","101927.85","3494.11","98511.47","false","1480.19"
"11162","2000","7","24","0","0","0","96982.07","-99628.91","100476.18","101256.22","3494.11","97687.59","false","1464.29"
"11163","2000","7","25","0","0","0","96369.39","-99628.91","99863.5","100476.18","3494.11","96870.86","false","1474.47"
"11164","2000","7","26","0","0","0","95212.1","-99628.91","98706.21","99863.5","3494.11","96247.51","false","1452.42"
"11165","2000","7","27","0","0","0","96600.74","-99628.91","100094.85","98706.21","3494.11","95906.38","false","1449.62"
"11166","2000","7","28","0","0","0","96277.13","-99628.91","99771.24","100094.85","3494.11","96550.26","false","1419.89"
"11169","2000","7","31","0","0","0","95132.17","-99628.91","98626.28","99771.24","3494.11","95924.47","false","1430.83"
"11170","2000","8","1","0","47.44","0","97480.27","-99628.91","101021.82","98626.28","3494.11","95375.79","false","1438.1"
"11171","2000","8","2","0","0","0","98237.99","-99628.91","101779.54","101021.82","3541.55","97350.73","false","1438.7"
"11172","2000","8","3","0","0","0","98813.45","-99628.91","102355","101779.54","3541.55","98159.86","false","1452.56"
"11173","2000","8","4","0","5.09","0","99045.81","-99628.91","102592.45","102355","3541.55","98762.2","false","1462.93"
"11176","2000","8","7","0","26.8","0","99917.22","-99628.91","103490.66","102592.45","3546.64","98539.57","false","1479.32"
"11177","2000","8","8","0","0","0","101042.44","-99628.91","104615.88","103490.66","3573.44","100404.67","false","1482.81"
"11178","2000","8","9","0","0","0","99368.16","-99628.91","102941.6","104615.88","3573.44","100429.84","false","1472.87"
"11179","2000","8","10","0","20.14","0","99617.19","-99628.91","103210.77","102941.6","3573.44","99531.97","false","1460.25"
"11180","2000","8","11","0","0","0","101283.42","-99628.91","104877","103210.77","3593.58","99976.47","false","1471.84"
"11183","2000","8","14","0","0","0","101859.6","-99628.91","105453.18","104877","3593.58","101096.39","false","1491.56"
"11184","2000","8","15","0","0","0","100934.17","-99628.91","104527.75","105453.18","3593.58","101490.95","false","1484.43"
"11185","2000","8","16","0","0","0","100996.06","-99628.91","104589.64","104527.75","3593.58","100598.95","false","1479.85"
"11186","2000","8","17","0","0","0","101274.84","-99628.91","104868.42","104589.64","3593.58","101002.68","false","1496.07"
"11187","2000","8","18","0","0","0","101010.02","-99628.91","104603.6","104868.42","3593.58","100762.54","false","1491.72"
"11190","2000","8","21","0","0","0","100415.92","-99628.91","104009.5","104603.6","3593.58","100892.34","false","1499.48"
"11191","2000","8","22","0","0","0","100765.52","-99628.91","104359.1","104009.5","3593.58","100416.76","false","1498.13"
"11192","2000","8","23","0","0","0","99715.32","-99628.91","103308.9","104359.1","3593.58","99599.78","false","1505.97"
"11193","2000","8","24","0","0","0","99234.11","-99628.91","102827.69","103308.9","3593.58","99567.6","false","1508.31"
"11194","2000","8","25","0","21.23","0","98608.3","-99628.91","102223.11","102827.69","3593.58","99179.5","false","1506.46"
"11197","2000","8","28","0","0","0","98717.41","-99628.91","102332.22","102223.11","3614.81","98657.75","false","1514.09"
"11198","2000","8","29","0","0","0","98233.64","-99628.91","101848.45","102332.22","3614.81","99016.51","false","1509.84"
"11199","2000","8","30","0","0","0","97797.99","-99628.91","101412.8","101848.45","3614.81","97819.27","false","1502.59"
"11200","2000","8","31","0","0","0","97713.21","-99628.91","101328.02","101412.8","3614.81","97427.45","false","1517.68"
"11201","2000","9","1","0","130.95","0","98599.37","-99628.91","102345.13","101328.02","3614.81","98052.2","false","1520.77"
"11204","2000","9","4","0","14.01","0","98599.37","-99628.91","102359.14","102345.13","3745.76","98052.2","false","1520.77"
"11205","2000","9","5","0","0","0","99807.73","-99628.91","103567.5","102359.14","3759.77","98665.01","false","1507.08"
"11206","2000","9","6","0","0","0","100634.71","-99628.91","104394.48","103567.5","3759.77","99710.96","false","1492.25"
"11207","2000","9","7","0","0","0","100287.3","-99628.91","104047.07","104394.48","3759.77","100337.89","false","1502.51"
"11208","2000","9","8","0","55.5","0","101495.62","-99628.91","105310.89","104047.07","3759.77","100383.41","false","1494.5"
"11211","2000","9","11","0","32.8","0","102139.72","-99628.91","105987.79","105310.89","3815.27","101562.7","false","1487.85"
"11212","2000","9","12","0","12.52","0","103190.4","-99628.91","107050.99","105987.79","3848.07","102623.52","false","1481.99"
"11213","2000","9","13","0","0","0","103580.39","-99628.91","107440.98","107050.99","3860.59","103306.44","false","1484.91"
"11214","2000","9","14","0","0","0","102754.08","-99628.91","106614.67","107440.98","3860.59","103574.96","false","1480.87"
"11215","2000","9","15","0","120.16","0","103300.84","-99628.91","107281.59","106614.67","3860.59","102919.08","false","1465.81"
"11218","2000","9","18","0","0","0","102076.72","-99628.91","106057.47","107281.59","3980.75","103203.46","false","1444.51"
"11219","2000","9","19","0","0","0","100832.86","-99628.91","104813.61","106057.47","3980.75","101902.13","false","1459.9"
"11220","2000","9","20","0","0","0","99032.65","-99628.91","103013.4","104813.61","3980.75","100737.98","false","1451.34"
"11221","2000","9","21","0","0","0","99497.2","-99628.91","103477.95","103013.4","3980.75","98992.34","false","1449.05"
"11222","2000","9","22","0","0","0","100494.67","-99628.91","104475.42","103477.95","3980.75","99707.69","false","1448.72"
"11225","2000","9","25","0","0","0","100109.59","-99628.91","104090.34","104475.42","3980.75","100990.72","false","1439.03"
"11226","2000","9","26","0","0","0","100951.03","-99628.91","104931.78","104090.34","3980.75","100198.44","false","1427.21"
"11227","2000","9","27","0","0","0","102047.11","-99628.91","106027.86","104931.78","3980.75","101194.33","false","1426.57"
"11228","2000","9","28","0","0","0","102429.24","-99628.91","106409.99","106027.86","3980.75","102093.17","false","1458.29"
"11229","2000","9","29","0","52.38","0","102429.57","-99628.91","106462.7","106409.99","3980.75","102095.17","false","1436.51"
"11232","2000","10","2","0","113.1","0","104151.26","-99628.91","108297.49","106462.7","4033.13","102525.88","false","1436.23"
"11233","2000","10","3","0","0","0","103213.07","-99628.91","107359.3","108297.49","4146.23","104339.11","false","1426.46"
"11234","2000","10","4","0","22.68","0","103026.67","-99628.91","107195.58","107359.3","4146.23","103401.96","false","1434.32"
"11235","2000","10","5","0","0","0","102141.89","-99628.91","106310.8","107195.58","4168.91","102867.44","false","1436.28"
"11236","2000","10","6","0","0","0","101980.9","-99628.91","106149.81","106310.8","4168.91","102323.21","false","1408.99"
"11239","2000","10","9","0","0","0","102609.4","-99628.91","106778.31","106149.81","4168.91","102055.21","false","1402.03"
"11240","2000","10","10","0","74.73","0","103187.52","-99628.91","107431.16","106778.31","4168.91","102818.65","false","1385.94"
"11241","2000","10","11","0","0","0","103383.21","-99628.91","107626.85","107431.16","4243.64","103262.11","false","1364.59"
"11242","2000","10","12","0","0","0","101693.52","-99628.91","105937.16","107626.85","4243.64","103220.28","false","1329.78"
"11243","2000","10","13","0","1.33","0","102804.95","-99628.91","107049.92","105937.16","4243.64","101739.91","false","1374.17"
"11246","2000","10","16","0","0","0","103829.53","-99628.91","108074.5","107049.92","4244.97","102924.21","false","1374.62"
"11247","2000","10","17","0","0","0","103369","-99628.91","107613.97","108074.5","4244.97","103870.71","false","1349.97"
"11248","2000","10","18","0","0","0","102702.44","-99628.91","106947.41","107613.97","4244.97","102821.62","false","1342.13"
"11249","2000","10","19","0","0","0","103105.34","-99628.91","107350.31","106947.41","4244.97","102350.53","false","1388.76"
"11250","2000","10","20","0","0","0","101956.57","-99628.91","106201.54","107350.31","4244.97","102095.11","false","1396.93"
"11253","2000","10","23","0","0","0","102769.01","-99628.91","107013.98","106201.54","4244.97","101852.28","false","1395.78"
"11254","2000","10","24","0","0","0","102773.96","-99628.91","107018.93","107013.98","4244.97","102492.07","false","1398.13"
"11255","2000","10","25","0","0","0","102276.48","-99628.91","106521.45","107018.93","4244.97","103032.71","false","1364.9"
"11256","2000","10","26","0","0","0","102175.93","-99628.91","106420.9","106521.45","4244.97","102252.3","false","1364.44"
"11257","2000","10","27","0","0","0","103628.49","-99628.91","107873.46","106420.9","4244.97","102092.11","false","1379.58"
"11260","2000","10","30","0","0","0","107582.81","-99628.91","111827.78","107873.46","4244.97","103897.43","false","1398.66"
"11261","2000","10","31","0","0","0","108464.88","-99628.91","112709.85","111827.78","4244.97","107451.15","false","1429.4"
"11262","2000","11","1","0","20.62","0","109019.2","-99628.91","113284.79","112709.85","4244.97","108087.01","false","1421.22"
"11263","2000","11","2","0","0","0","109721.78","-99628.91","113987.37","113284.79","4265.59","109047.81","false","1428.32"
"11264","2000","11","3","0","5.09","0","108711.51","-99628.91","112982.19","113987.37","4265.59","109429.69","false","1426.69"
"11267","2000","11","6","0","26.8","0","109502.55","-99628.91","113800.03","112982.19","4270.68","108470.91","false","1432.19"
"11268","2000","11","7","0","0","0","109022.55","-99628.91","113320.03","113800.03","4297.48","109509.38","false","1431.87"
"11269","2000","11","8","0","0","0","110049.3","-99628.91","114346.78","113320.03","4297.48","109146.05","false","1409.28"
"11270","2000","11","9","0","0","0","110463.06","-99628.91","114760.54","114346.78","4297.48","109438.96","false","1400.14"
"11271","2000","11","10","0","20.14","0","110090.42","-99628.91","114408.04","114760.54","4297.48","110186.17","false","1365.98"
"11274","2000","11","13","0","0","0","111081.54","-99628.91","115399.16","114408.04","4317.62","109917.04","false","1351.26"
"11275","2000","11","14","0","0","0","110678.65","-99628.91","114996.27","115399.16","4317.62","110598.77","false","1382.95"
"11276","2000","11","15","0","0","0","111828.06","-99628.91","116145.68","114996.27","4317.62","110552.65","false","1390.04"
"11277","2000","11","16","0","0","0","112212.96","-99628.91","116530.58","116145.68","4317.62","111763.61","false","1372.32"
"11278","2000","11","17","0","0","0","112352.55","-99628.91","116670.17","116530.58","4317.62","111757.95","false","1367.72"
"11281","2000","11","20","0","0","0","111735.62","-99628.91","116053.24","116670.17","4317.62","112377.49","false","1342.62"
"11282","2000","11","21","0","0","0","111788.79","-99628.91","116106.41","116053.24","4317.62","111558.77","false","1347.35"
"11283","2000","11","22","0","0","0","111356","-99628.91","115673.62","116106.41","4317.62","111224.7","false","1322.36"
"11284","2000","11","23","0","0","0","111356","-99628.91","115673.62","115673.62","4317.62","111224.7","false","1322.36"
"11285","2000","11","24","0","21.23","0","111342.74","-99628.91","115681.59","115673.62","4317.62","111443.42","false","1341.77"
"11288","2000","11","27","0","0","0","111769.82","-99628.91","116108.67","115681.59","4338.85","111743.56","false","1348.97"
"11289","2000","11","28","0","0","0","112133.53","-99628.91","116472.38","116108.67","4338.85","111688.49","false","1336.09"
"11290","2000","11","29","0","0","0","112958.84","-99628.91","117297.69","116472.38","4338.85","111938","false","1341.93"
"11291","2000","11","30","0","0","0","112436.27","-99628.91","116775.12","117297.69","4338.85","112553.3","false","1314.95"
"11292","2000","12","1","0","133.96","0","111377.48","-99628.91","115850.29","116775.12","4338.85","112057.51","false","1315.23"
"11295","2000","12","4","0","14.71","0","112643.24","-99628.91","117130.76","115850.29","4472.81","111233.43","false","1324.97"
"11296","2000","12","5","0","0","0","112619.02","-99628.91","117106.54","117130.76","4487.52","112252.21","false","1376.54"
"11297","2000","12","6","0","0","0","110819.88","-99628.91","115307.4","117106.54","4487.52","111889.2","false","1351.46"
"11298","2000","12","7","0","0","0","110922.76","-99628.91","115410.28","115307.4","4487.52","111036.88","false","1343.55"
"11299","2000","12","8","0","55.5","0","110301.56","-99628.91","114844.58","115410.28","4487.52","110617","false","1369.89"
"11302","2000","12","11","0","32.8","0","109228.11","-99628.91","113803.93","114844.58","4543.02","110059.5","false","1380.2"
"11303","2000","12","12","0","12.52","0","110180.43","-99628.91","114768.77","113803.93","4575.82","109020.82","false","1371.18"
